Route Distance (km),Route Duration (min),Transportation Mode,Make,Model,Fuel Type,Engine Specs,Fuel Efficiency (km/L),Vehicle CO2 Emissions (g/km),Traffic Information,Elevation Data (m),Road Types,Estimated CO2 Emissions (g/km) for trip
30,45,Bike,Yamaha,RX 100,Petrol,100,45,90,Moderate traffic,100,Local road,60
20,30,Bike,Yamaha,RX 100,Petrol,100,50,100,Light traffic,50,Hill road,40
40,55,Bike,Yamaha,RX 100,Petrol,100,42,84,Normal traffic,75,Highway,42.86
45,50,Bike,Yamaha,FZ,Petrol,149,48,96,Normal traffic,70,Highway,50
25,35,Bike,Yamaha,FZ,Petrol,149,53,106,Light traffic,40,Hill road,45.28
35,45,Bike,Yamaha,FZ,Petrol,149,50,100,Moderate traffic,60,Local road,50
55,65,Bike,Yamaha,FZ,Petrol,149,42,84,Heavy traffic,90,Hill road,71.43
40,55,Bike,Yamaha,FZ,Petrol,149,47,94,Normal traffic,75,Highway,48.09
30,40,Bike,Yamaha,FZ,Petrol,149,52,104,Moderate traffic,50,Local road,48.08
20,25,Bike,Yamaha,FZ,Petrol,149,55,110,Light traffic,20,Hill road,36.36
50,60,Bike,Yamaha,FZ,Petrol,149,45,90,Heavy traffic,100,Hill road,60
35,45,Bike,Yamaha,FZ,Petrol,149,50,100,Moderate traffic,60,Local road,50
25,35,Bike,Yamaha,FZ,Petrol,149,53,106,Light traffic,40,Hill road,45.28
45,50,Bike,Yamaha,FZ,Petrol,149,48,96,Normal traffic,70,Highway,50
30,40,Bike,Yamaha,FZ,Petrol,149,52,104,Moderate traffic,50,Local road,48.08
55,65,Bike,Yamaha,FZ,Petrol,149,42,84,Heavy traffic,90,Hill road,71.43
20,25,Bike,Yamaha,FZ,Petrol,149,55,110,Light traffic,20,Hill road,36.36
50,60,Bike,Yamaha,FZ,Petrol,149,45,90,Heavy traffic,100,Hill road,60
35,45,Bike,Yamaha,FZ,Petrol,149,50,100,Moderate traffic,60,Local road,50
25,35,Bike,Yamaha,FZ,Petrol,149,53,106,Light traffic,40,Hill road,45.28
45,50,Bike,Yamaha,FZ,Petrol,149,48,96,Normal traffic,70,Highway,50
30,40,Bike,Yamaha,FZ,Petrol,149,52,104,Moderate traffic,50,Local road,48.08
55,65,Bike,Yamaha,FZ,Petrol,149,42,84,Heavy traffic,90,Hill road,71.43
40,50,Bike,TVS,Apache,Petrol,200,35,120,Heavy traffic,100,Hill road,102.86
30,40,Bike,TVS,Apache,Petrol,180,40,110,Moderate traffic,50,Local road,72
35,45,Bike,TVS,Apache,Petrol,160,45,105,Normal traffic,75,Highway,66.67
45,55,Bike,TVS,Apache,Petrol,200,30,125,Light traffic,25,Hill road,120
50,60,Bike,TVS,Apache,Petrol,180,38,115,Heavy traffic,80,Highway,85.53
25,35,Bike,TVS,Apache,Petrol,160,42,100,Moderate traffic,60,Hill road,62.86
55,65,Bike,TVS,Apache,Petrol,180,28,130,Normal traffic,70,Local road,131.43
30,45,Bike,TVS,Apache,Petrol,200,32,125,Light traffic,40,Hill road,96
40,50,Bike,TVS,Apache,Petrol,160,36,118,Moderate traffic,55,Highway,68.18
35,40,Bike,TVS,Apache,Petrol,180,33,121,Heavy traffic,95,Hill road,109.09
50,60,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Heavy traffic,100,Highway,40
30,45,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Moderate traffic,50,Local road,35
20,30,Motorcycle,Bajaj,Platina,Petrol,125,70,70,Light traffic,20,Hill road,30
40,55,Motorcycle,Bajaj,Platina,Petrol,125,55,85,Normal traffic,0,Highway,45
50,60,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Heavy traffic,100,Hill road,40
30,45,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Moderate traffic,50,Highway,35
20,30,Motorcycle,Bajaj,Platina,Petrol,125,70,70,Light traffic,20,Local road,30
40,55,Motorcycle,Bajaj,Platina,Petrol,125,55,85,Normal traffic,0,Hill road,45
50,60,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Heavy traffic,100,Highway,40
30,45,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Moderate traffic,50,Local road,35
20,30,Motorcycle,Bajaj,Platina,Petrol,125,70,70,Light traffic,20,Hill road,30
40,55,Motorcycle,Bajaj,Platina,Petrol,125,55,85,Normal traffic,0,Highway,45
50,60,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Heavy traffic,100,Hill road,40
30,45,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Moderate traffic,50,Highway,35
20,30,Motorcycle,Bajaj,Platina,Petrol,125,70,70,Light traffic,20,Local road,30
45,50,Motorcycle,Bajaj,Platina,Petrol,125,57,82,Moderate traffic,80,Hill road,42
35,40,Motorcycle,Bajaj,Platina,Petrol,125,62,77,Light traffic,40,Local road,38
25,35,Motorcycle,Bajaj,Platina,Petrol,125,68,72,Normal traffic,10,Highway,35
55,60,Motorcycle,Bajaj,Platina,Petrol,125,52,87,Heavy traffic,120,Hill road,47
40,45,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Moderate traffic,70,Local road,40
30,40,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Light traffic,30,Highway,35
50,55,Motorcycle,Bajaj,Platina,Petrol,125,55,85,Normal traffic,20,Hill road,45
45,50,Motorcycle,Bajaj,Platina,Petrol,125,57,82,Moderate traffic,80,Local road,42
35,40,Motorcycle,Bajaj,Platina,Petrol,125,62,77,Light traffic,40,Highway,38
25,35,Motorcycle,Bajaj,Platina,Petrol,125,68,72,Normal traffic,10,Hill road,35
55,60,Motorcycle,Bajaj,Platina,Petrol,125,52,87,Heavy traffic,120,Highway,47
40,45,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Moderate traffic,70,Hill road,40
30,40,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Light traffic,30,Local road,35
50,55,Motorcycle,Bajaj,Platina,Petrol,125,55,85,Normal traffic,20,Highway,45
45,50,Motorcycle,Bajaj,Platina,Petrol,125,57,82,Moderate traffic,80,Hill road,42
35,40,Motorcycle,Bajaj,Platina,Petrol,125,62,77,Light traffic,40,Local road,38
25,35,Motorcycle,Bajaj,Platina,Petrol,125,68,72,Normal traffic,10,Highway,35
55,60,Motorcycle,Bajaj,Platina,Petrol,125,52,87,Heavy traffic,120,Hill road,47
40,45,Motorcycle,Bajaj,Platina,Petrol,125,60,80,Moderate traffic,70,Local road,40
30,40,Motorcycle,Bajaj,Platina,Petrol,125,65,75,Light traffic,30,Highway,35
35,40,Scooter,Honda,Dio,Petrol,109,55,75,Moderate traffic,40,Local road,45
20,25,Scooter,Honda,Dio,Petrol,109,60,70,Light traffic,20,Hill road,35
45,50,Scooter,Honda,Dio,Petrol,109,50,80,Heavy traffic,80,Highway,40
30,35,Scooter,Honda,Dio,Petrol,109,58,72,Normal traffic,10,Hill road,38
25,30,Scooter,Honda,Dio,Petrol,109,62,68,Moderate traffic,50,Highway,32
40,45,Scooter,Honda,Dio,Petrol,109,53,78,Light traffic,30,Local road,47
35,40,Scooter,Honda,Dio,Petrol,109,55,75,Moderate traffic,40,Hill road,45
20,25,Scooter,Honda,Dio,Petrol,109,60,70,Light traffic,20,Highway,35
45,50,Scooter,Honda,Dio,Petrol,109,50,80,Heavy traffic,80,Hill road,40
30,35,Scooter,Honda,Dio,Petrol,109,58,72,Normal traffic,10,Local road,38
25,30,Scooter,Honda,Dio,Petrol,109,62,68,Moderate traffic,50,Hill road,32
40,45,Scooter,Honda,Dio,Petrol,109,53,78,Light traffic,30,Highway,47
50,55,Scooter,Honda,Dio,Petrol,109,48,82,Heavy traffic,90,Hill road,43
30,35,Scooter,Honda,Dio,Petrol,109,57,73,Moderate traffic,60,Highway,37
20,25,Scooter,Honda,Dio,Petrol,109,62,68,Light traffic,30,Local road,32
45,50,Scooter,Honda,Dio,Petrol,109,52,77,Normal traffic,20,Hill road,38
35,40,Scooter,Honda,Dio,Petrol,109,55,75,Moderate traffic,40,Highway,45
25,30,Scooter,Honda,Dio,Petrol,109,60,70,Light traffic,10,Local road,35
40,45,Scooter,Honda,Dio,Petrol,109,53,78,Normal traffic,50,Hill road,47
50,55,Scooter,Honda,Dio,Petrol,109,48,82,Heavy traffic,90,Highway,43
30,35,Scooter,Honda,Dio,Petrol,109,57,73,Moderate traffic,60,Local road,37
20,25,Scooter,Honda,Dio,Petrol,109,62,68,Light traffic,30,Hill road,32
45,50,Scooter,Honda,Dio,Petrol,109,52,77,Normal traffic,20,Highway,38
35,40,Scooter,Honda,Dio,Petrol,109,55,75,Moderate traffic,40,Local road,45
25,30,Scooter,Honda,Dio,Petrol,109,60,70,Light traffic,10,Hill road,35
40,45,Scooter,Honda,Dio,Petrol,109,53,78,Normal traffic,50,Highway,47
10,15,Motorcycle,TVS,XL,Petrol,99,65,85,Light traffic,30,Local road,123.08
15,20,Motorcycle,TVS,XL,Petrol,99,60,90,Moderate traffic,50,Hill road,133.33
20,25,Motorcycle,TVS,XL,Petrol,99,55,95,Heavy traffic,100,Highway,144.44
12,18,Motorcycle,TVS,XL,Petrol,99,63,87,Normal traffic,20,Local road,126.98
18,22,Motorcycle,TVS,XL,Petrol,99,58,92,Light traffic,40,Hill road,137.93
22,28,Motorcycle,TVS,XL,Petrol,99,53,97,Moderate traffic,60,Highway,148.94
14,17,Motorcycle,TVS,XL,Petrol,99,62,88,Heavy traffic,80,Local road,127.42
16,21,Motorcycle,TVS,XL,Petrol,99,57,93,Normal traffic,70,Hill road,136.44
24,30,Motorcycle,TVS,XL,Petrol,99,51,99,Light traffic,90,Highway,150
11,16,Motorcycle,TVS,XL,Petrol,99,64,86,Moderate traffic,10,Local road,125
17,23,Motorcycle,TVS,XL,Petrol,99,59,91,Heavy traffic,80,Hill road,137.93
21,27,Motorcycle,TVS,XL,Petrol,99,54,96,Normal traffic,50,Highway,147.06
13,19,Motorcycle,TVS,XL,Petrol,99,61,89,Light traffic,40,Local road,129.41
19,24,Motorcycle,TVS,XL,Petrol,99,56,94,Moderate traffic,60,Hill road,138.89
23,29,Motorcycle,TVS,XL,Petrol,99,50,100,Heavy traffic,90,Highway,151.2
10,15,Motorcycle,Bajaj,Avenger,Petrol,160,40,175,Light traffic,30,Local road,142.86
15,20,Motorcycle,Bajaj,Avenger,Petrol,160,35,185,Moderate traffic,50,Hill road,171.43
20,25,Motorcycle,Bajaj,Avenger,Petrol,160,30,195,Heavy traffic,100,Highway,200
12,18,Motorcycle,Bajaj,Avenger,Petrol,160,38,180,Normal traffic,20,Local road,157.89
18,22,Motorcycle,Bajaj,Avenger,Petrol,160,33,190,Light traffic,40,Hill road,181.82
22,28,Motorcycle,Bajaj,Avenger,Petrol,160,28,200,Moderate traffic,60,Highway,214.29
14,17,Motorcycle,Bajaj,Avenger,Petrol,160,36,182,Heavy traffic,80,Local road,155.56
16,21,Motorcycle,Bajaj,Avenger,Petrol,160,31,192,Normal traffic,70,Hill road,180.65
24,30,Motorcycle,Bajaj,Avenger,Petrol,160,26,202,Light traffic,90,Highway,230.77
11,16,Motorcycle,Bajaj,Avenger,Petrol,160,39,178,Moderate traffic,10,Local road,150
17,23,Motorcycle,Bajaj,Avenger,Petrol,160,34,188,Heavy traffic,80,Hill road,176.47
21,27,Motorcycle,Bajaj,Avenger,Petrol,160,29,198,Normal traffic,50,Highway,206.9
13,19,Motorcycle,Bajaj,Avenger,Petrol,160,37,184,Light traffic,40,Local road,162.16
19,24,Motorcycle,Bajaj,Avenger,Petrol,160,32,194,Moderate traffic,60,Hill road,178.12
23,29,Motorcycle,Bajaj,Avenger,Petrol,160,27,204,Heavy traffic,90,Highway,222.22
10,15,Motorcycle,Bajaj,Hornet,Petrol,160,40,175,Light traffic,30,Local road,142.86
15,20,Motorcycle,Bajaj,Hornet,Petrol,160,35,185,Moderate traffic,50,Hill road,171.43
20,25,Motorcycle,Bajaj,Hornet,Petrol,160,30,195,Heavy traffic,100,Highway,200
12,18,Motorcycle,Bajaj,Hornet,Petrol,160,38,180,Normal traffic,20,Local road,157.89
18,22,Motorcycle,Bajaj,Hornet,Petrol,160,33,190,Light traffic,40,Hill road,181.82
22,28,Motorcycle,Bajaj,Hornet,Petrol,160,28,200,Moderate traffic,60,Highway,214.29
14,17,Motorcycle,Bajaj,Hornet,Petrol,160,36,182,Heavy traffic,80,Local road,155.56
16,21,Motorcycle,Bajaj,Hornet,Petrol,160,31,192,Normal traffic,70,Hill road,180.65
24,30,Motorcycle,Bajaj,Hornet,Petrol,160,26,202,Light traffic,90,Highway,230.77
11,16,Motorcycle,Bajaj,Hornet,Petrol,160,39,178,Moderate traffic,10,Local road,150
17,23,Motorcycle,Bajaj,Hornet,Petrol,160,34,188,Heavy traffic,80,Hill road,176.47
21,27,Motorcycle,Bajaj,Hornet,Petrol,160,29,198,Normal traffic,50,Highway,206.9
13,19,Motorcycle,Bajaj,Hornet,Petrol,160,37,184,Light traffic,40,Local road,162.16
19,24,Motorcycle,Bajaj,Hornet,Petrol,160,32,194,Moderate traffic,60,Hill road,178.12
23,29,Motorcycle,Bajaj,Hornet,Petrol,160,27,204,Heavy traffic,90,Highway,222.22
10,15,Motorcycle,Bajaj,CT 100,Petrol,102,70,80,Light traffic,30,Local road,114.29
15,20,Motorcycle,Bajaj,CT 100,Petrol,102,65,85,Moderate traffic,50,Hill road,123.08
20,25,Motorcycle,Bajaj,CT 100,Petrol,102,60,90,Heavy traffic,100,Highway,133.33
12,18,Motorcycle,Bajaj,CT 100,Petrol,102,68,82,Normal traffic,20,Local road,117.65
18,22,Motorcycle,Bajaj,CT 100,Petrol,102,63,87,Light traffic,40,Hill road,126.98
22,28,Motorcycle,Bajaj,CT 100,Petrol,102,58,92,Moderate traffic,60,Highway,137.93
14,17,Motorcycle,Bajaj,CT 100,Petrol,102,67,83,Heavy traffic,80,Local road,119.4
16,21,Motorcycle,Bajaj,CT 100,Petrol,102,64,86,Normal traffic,70,Hill road,125
24,30,Motorcycle,Bajaj,CT 100,Petrol,102,56,94,Light traffic,90,Highway,142.86
11,16,Motorcycle,Bajaj,CT 100,Petrol,102,69,81,Moderate traffic,10,Local road,115.94
17,23,Motorcycle,Bajaj,CT 100,Petrol,102,62,88,Heavy traffic,80,Hill road,127.42
21,27,Motorcycle,Bajaj,CT 100,Petrol,102,59,91,Normal traffic,50,Highway,136.44
13,19,Motorcycle,Bajaj,CT 100,Petrol,102,66,84,Light traffic,40,Local road,118.18
19,24,Motorcycle,Bajaj,CT 100,Petrol,102,61,89,Moderate traffic,60,Hill road,124.59
23,29,Motorcycle,Bajaj,CT 100,Petrol,102,57,93,Heavy traffic,90,Highway,141.05
25,32,Motorcycle,Bajaj,CT 100,Petrol,102,55,95,Light traffic,110,Hill road,163.64
28,35,Motorcycle,Bajaj,CT 100,Petrol,102,52,98,Heavy traffic,120,Local road,188.46
30,38,Motorcycle,Bajaj,CT 100,Petrol,102,50,100,Moderate traffic,130,Highway,200
16,20,Motorcycle,Bajaj,CT 100,Petrol,102,63,87,Normal traffic,40,Hill road,126.98
20,25,Motorcycle,Bajaj,CT 100,Petrol,102,60,90,Light traffic,60,Local road,133.33
22,28,Motorcycle,Bajaj,CT 100,Petrol,102,58,92,Moderate traffic,70,Highway,137.93
18,22,Motorcycle,Bajaj,CT 100,Petrol,102,62,88,Heavy traffic,50,Hill road,129.03
12,15,Motorcycle,Bajaj,CT 100,Petrol,102,75,78,Normal traffic,20,Local road,153.85
14,18,Motorcycle,Bajaj,CT 100,Petrol,102,71,81,Light traffic,30,Hill road,169.01
27,34,Motorcycle,Bajaj,CT 100,Petrol,102,53,97,Heavy traffic,80,Highway,188.68
31,39,Motorcycle,Bajaj,CT 100,Petrol,102,49,101,Moderate traffic,90,Local road,204.08
19,24,Motorcycle,Bajaj,CT 100,Petrol,102,61,89,Normal traffic,40,Highway,124.59
23,29,Motorcycle,Bajaj,CT 100,Petrol,102,57,93,Light traffic,50,Hill road,141.05
29,36,Motorcycle,Bajaj,CT 100,Petrol,102,51,99,Moderate traffic,60,Highway,196.08
10,15,Motorcycle,Suzuki,Burgman,Petrol,125,40,175,Light traffic,30,Local road,143.75
15,20,Motorcycle,Suzuki,Burgman,Petrol,125,35,185,Moderate traffic,50,Hill road,171.43
20,25,Motorcycle,Suzuki,Burgman,Petrol,125,30,195,Heavy traffic,100,Highway,200
12,18,Motorcycle,Suzuki,Burgman,Petrol,125,38,180,Normal traffic,20,Local road,157.89
18,22,Motorcycle,Suzuki,Burgman,Petrol,125,33,190,Light traffic,40,Hill road,181.82
22,28,Motorcycle,Suzuki,Burgman,Petrol,125,28,200,Moderate traffic,60,Highway,214.29
14,17,Motorcycle,Suzuki,Burgman,Petrol,125,36,182,Heavy traffic,80,Local road,155.56
16,21,Motorcycle,Suzuki,Burgman,Petrol,125,31,192,Normal traffic,70,Hill road,180.65
24,30,Motorcycle,Suzuki,Burgman,Petrol,125,26,202,Light traffic,90,Highway,230.77
11,16,Motorcycle,Suzuki,Burgman,Petrol,125,39,178,Moderate traffic,10,Local road,150
17,23,Motorcycle,Suzuki,Burgman,Petrol,125,34,188,Heavy traffic,80,Hill road,176.47
21,27,Motorcycle,Suzuki,Burgman,Petrol,125,29,198,Normal traffic,50,Highway,206.9
13,19,Motorcycle,Suzuki,Burgman,Petrol,125,37,184,Light traffic,40,Local road,162.16
19,24,Motorcycle,Suzuki,Burgman,Petrol,125,32,194,Moderate traffic,60,Hill road,178.12
23,29,Motorcycle,Suzuki,Burgman,Petrol,125,27,204,Heavy traffic,90,Highway,222.22
25,32,Motorcycle,Suzuki,Burgman,Petrol,125,25,210,Light traffic,110,Highway,288
16,22,Motorcycle,Suzuki,Burgman,Petrol,125,30,195,Normal traffic,70,Hill road,195
30,38,Motorcycle,Suzuki,Burgman,Petrol,125,22,227,Moderate traffic,80,Local road,306.82
18,25,Motorcycle,Suzuki,Burgman,Petrol,125,28,200,Heavy traffic,90,Local road,285.71
20,27,Motorcycle,Suzuki,Burgman,Petrol,125,26,202,Light traffic,100,Hill road,215.38
22,30,Motorcycle,Suzuki,Burgman,Petrol,125,24,208,Normal traffic,120,Highway,324
14,20,Motorcycle,Suzuki,Burgman,Petrol,125,32,194,Moderate traffic,60,Local road,193.55
28,35,Motorcycle,Suzuki,Burgman,Petrol,125,23,215,Heavy traffic,130,Hill road,313.04
24,32,Motorcycle,Suzuki,Burgman,Petrol,125,25,210,Light traffic,140,Highway,300
26,34,Motorcycle,Suzuki,Burgman,Petrol,125,24,208,Normal traffic,150,Hill road,308.33
10,15,Scooter,Honda,Activa,Petrol,110,50,80,Moderate traffic,50,Local road,60
15,20,Scooter,Honda,Activa,Petrol,110,48,82,Light traffic,100,Hill road,70
20,25,Scooter,Honda,Activa,Petrol,110,45,85,Normal traffic,0,Highway,75
5,10,Scooter,Honda,Activa,Petrol,110,55,75,Heavy traffic,30,Local road,65
12,18,Scooter,Honda,Activa,Petrol,110,52,78,Moderate traffic,75,Hill road,68
18,23,Scooter,Honda,Activa,Petrol,110,47,83,Light traffic,200,Highway,80
8,12,Scooter,Honda,Activa,Petrol,110,60,70,Heavy traffic,40,Local road,75
14,19,Scooter,Honda,Activa,Petrol,110,53,77,Moderate traffic,90,Hill road,68
22,28,Scooter,Honda,Activa,Petrol,110,46,82,Light traffic,150,Highway,78
6,11,Scooter,Honda,Activa,Petrol,110,58,72,Normal traffic,10,Local road,70
16,21,Scooter,Honda,Activa,Petrol,110,50,80,Heavy traffic,80,Hill road,75
24,30,Scooter,Honda,Activa,Petrol,110,44,86,Moderate traffic,120,Highway,83
9,14,Scooter,Honda,Activa,Petrol,110,56,74,Light traffic,60,Local road,68
17,22,Scooter,Honda,Activa,Petrol,110,49,81,Normal traffic,100,Hill road,77
26,32,Scooter,Honda,Activa,Petrol,110,42,88,Heavy traffic,180,Highway,90
7,13,Scooter,Honda,Activa,Petrol,110,54,76,Moderate traffic,70,Local road,72
19,24,Scooter,Honda,Activa,Petrol,110,48,82,Light traffic,130,Hill road,79
28,35,Scooter,Honda,Activa,Petrol,110,40,90,Normal traffic,160,Highway,100
8,15,Scooter,Honda,Activa,Petrol,110,58,72,Heavy traffic,50,Local road,70
20,27,Scooter,Honda,Activa,Petrol,110,46,82,Moderate traffic,110,Hill road,78
30,38,Scooter,Honda,Activa,Petrol,110,38,92,Light traffic,180,Highway,94
10,17,Scooter,Honda,Activa,Petrol,110,52,78,Normal traffic,60,Local road,75
22,29,Scooter,Honda,Activa,Petrol,110,44,86,Heavy traffic,100,Hill road,83
32,40,Scooter,Honda,Activa,Petrol,110,36,94,Moderate traffic,140,Highway,97
12,19,Scooter,Honda,Activa,Petrol,110,50,80,Light traffic,70,Local road,78
24,31,Scooter,Honda,Activa,Petrol,110,42,88,Normal traffic,120,Hill road,85
34,42,Scooter,Honda,Activa,Petrol,110,34,96,Heavy traffic,160,Highway,102
14,21,Scooter,Honda,Activa,Petrol,110,48,82,Moderate traffic,80,Local road,80
26,33,Scooter,Honda,Activa,Petrol,110,40,90,Light traffic,130,Hill road,88
36,45,Scooter,Honda,Activa,Petrol,110,32,98,Normal traffic,180,Highway,105
16,23,Scooter,Honda,Activa,Petrol,110,46,84,Heavy traffic,90,Local road,83
28,36,Scooter,Honda,Activa,Petrol,110,38,92,Moderate traffic,140,Hill road,90
38,48,Scooter,Honda,Activa,Petrol,110,30,100,Light traffic,200,Highway,110
18,25,Scooter,Honda,Activa,Petrol,110,44,86,Normal traffic,100,Local road,88
30,39,Scooter,Honda,Activa,Petrol,110,36,94,Heavy traffic,160,Hill road,97
40,50,Scooter,Honda,Activa,Petrol,110,28,102,Moderate traffic,180,Highway,115
20,27,Scooter,Honda,Activa,Petrol,110,42,88,Light traffic,120,Local road,90
32,41,Scooter,Honda,Activa,Petrol,110,34,96,Normal traffic,140,Hill road,97
42,52,Scooter,Honda,Activa,Petrol,110,26,104,Heavy traffic,200,Highway,120
22,29,Scooter,Honda,Activa,Petrol,110,40,90,Moderate traffic,90,Local road,88
34,43,Scooter,Honda,Activa,Petrol,110,32,98,Light traffic,130,Hill road,97
44,54,Scooter,Honda,Activa,Petrol,110,24,106,Normal traffic,180,Highway,125
24,31,Scooter,Honda,Activa,Petrol,110,38,92,Heavy traffic,100,Local road,90
36,45,Scooter,Honda,Activa,Petrol,110,30,100,Moderate traffic,140,Hill road,97
46,57,Scooter,Honda,Activa,Petrol,110,22,108,Light traffic,200,Highway,130
26,34,Scooter,Honda,Activa,Petrol,110,36,94,Normal traffic,120,Local road,88
38,47,Scooter,Honda,Activa,Petrol,110,28,102,Heavy traffic,160,Hill road,97
48,59,Scooter,Honda,Activa,Petrol,110,20,110,Moderate traffic,180,Highway,140
28,37,Scooter,Honda,Activa,Petrol,110,34,98,Light traffic,140,Local road,97
40,49,Scooter,Honda,Activa,Petrol,110,26,104,Normal traffic,180,Hill road,97
50,62,Scooter,Honda,Activa,Petrol,110,18,112,Heavy traffic,200,Highway,150
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Highway,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Local road,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Hill road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Highway,200
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Hill road,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Highway,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Local road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Hill road,200
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Highway,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Local road,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Hill road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Highway,200
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Hill road,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Highway,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Local road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Hill road,200
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Highway,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Local road,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Hill road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Highway,200
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Hill road,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Highway,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Local road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Hill road,200
50,60,Bike,Hero,Splendor,Petrol,97cc,70,140,Heavy traffic,100,Highway,200
30,45,Bike,Hero,Splendor,Petrol,97cc,70,140,Moderate traffic,50,Local road,200
20,30,Bike,Hero,Splendor,Petrol,97cc,70,140,Light traffic,20,Hill road,200
40,55,Bike,Hero,Splendor,Petrol,97cc,70,140,Normal traffic,0,Highway,200
10,15,Scooter,TVS,Jupiter,Petrol,110,50,80,Moderate traffic,50,Local road,60
15,20,Scooter,TVS,Jupiter,Petrol,110,48,82,Light traffic,100,Hill road,70
20,25,Scooter,TVS,Jupiter,Petrol,110,45,85,Normal traffic,0,Highway,75
5,10,Scooter,TVS,Jupiter,Petrol,110,55,75,Heavy traffic,30,Local road,65
12,18,Scooter,TVS,Jupiter,Petrol,110,52,78,Moderate traffic,75,Hill road,68
18,23,Scooter,TVS,Jupiter,Petrol,110,47,83,Light traffic,200,Highway,80
8,12,Scooter,TVS,Jupiter,Petrol,110,60,70,Heavy traffic,40,Local road,75
14,19,Scooter,TVS,Jupiter,Petrol,110,53,77,Moderate traffic,90,Hill road,68
22,28,Scooter,TVS,Jupiter,Petrol,110,46,82,Light traffic,150,Highway,78
6,11,Scooter,TVS,Jupiter,Petrol,110,58,72,Normal traffic,10,Local road,70
16,21,Scooter,TVS,Jupiter,Petrol,110,50,80,Heavy traffic,80,Hill road,75
24,30,Scooter,TVS,Jupiter,Petrol,110,44,86,Moderate traffic,120,Highway,83
9,14,Scooter,TVS,Jupiter,Petrol,110,56,74,Light traffic,60,Local road,68
17,22,Scooter,TVS,Jupiter,Petrol,110,49,81,Normal traffic,100,Hill road,77
26,32,Scooter,TVS,Jupiter,Petrol,110,42,88,Heavy traffic,180,Highway,90
7,13,Scooter,TVS,Jupiter,Petrol,110,54,76,Moderate traffic,70,Local road,72
19,24,Scooter,TVS,Jupiter,Petrol,110,48,82,Light traffic,130,Hill road,79
28,35,Scooter,TVS,Jupiter,Petrol,110,40,90,Normal traffic,160,Highway,100
8,15,Scooter,TVS,Jupiter,Petrol,110,58,72,Heavy traffic,50,Local road,70
20,27,Scooter,TVS,Jupiter,Petrol,110,46,82,Moderate traffic,110,Hill road,78
30,38,Scooter,TVS,Jupiter,Petrol,110,38,92,Light traffic,180,Highway,94
10,17,Scooter,TVS,Jupiter,Petrol,110,52,78,Normal traffic,60,Local road,75
22,29,Scooter,TVS,Jupiter,Petrol,110,44,86,Heavy traffic,100,Hill road,83
32,40,Scooter,TVS,Jupiter,Petrol,110,36,94,Moderate traffic,140,Highway,97
12,19,Scooter,TVS,Jupiter,Petrol,110,50,80,Light traffic,70,Local road,78
